,YEAR,SEX,AGE_GROUP,deaths,rate
1383,2015,Males,Missing,0.0,
1384,2015,Females,0–4,10.0,1.3
1385,2015,Females,5–9,3.0,0.4
1386,2015,Females,10–14,0.0,0.0
1387,2015,Females,15–19,1.0,0.1
1388,2015,Females,20–24,2.0,0.2
1389,2015,Females,25–29,2.0,0.2
1390,2015,Females,30–34,2.0,0.2
1391,2015,Females,35–39,2.0,0.3
1392,2015,Females,40–44,2.0,0.2
1393,2015,Females,45–49,2.0,0.3
1394,2015,Females,50–54,2.0,0.3
1395,2015,Females,55–59,3.0,0.4
1396,2015,Females,60–64,1.0,0.2
1397,2015,Females,65–69,3.0,0.5
1398,2015,Females,70–74,4.0,0.9
1399,2015,Females,75–79,0.0,0.0
1400,2015,Females,80–84,0.0,0.0
1401,2015,Females,85+,1.0,0.3
1402,2015,Females,Missing,0.0,
1403,2016,Males,0–4,16.0,2.0
1404,2016,Males,5–9,3.0,0.4
1405,2016,Males,10–14,4.0,0.5
1406,2016,Males,15–19,3.0,0.4
1407,2016,Males,20–24,17.0,2.0
1408,2016,Males,25–29,14.0,1.5
1409,2016,Males,30–34,12.0,1.3
1410,2016,Males,35–39,11.0,1.4
1411,2016,Males,40–44,8.0,1.0
1412,2016,Males,45–49,9.0,1.1
1413,2016,Males,50–54,13.0,1.7
1414,2016,Males,55–59,4.0,0.6
1415,2016,Males,60–64,8.0,1.3
1416,2016,Males,65–69,6.0,1.0
1417,2016,Males,70–74,7.0,1.6
1418,2016,Males,75–79,6.0,1.9
1419,2016,Males,80–84,5.0,2.5
1420,2016,Males,85+,6.0,3.3
1421,2016,Males,Missing,0.0,
1422,2016,Females,0–4,13.0,1.7
1423,2016,Females,5–9,2.0,0.3
1424,2016,Females,10–14,2.0,0.3
1425,2016,Females,15–19,1.0,0.1
1426,2016,Females,20–24,2.0,0.2
1427,2016,Females,25–29,2.0,0.2
1428,2016,Females,30–34,1.0,0.1
1429,2016,Females,35–39,4.0,0.5
1430,2016,Females,40–44,1.0,0.1
1431,2016,Females,45–49,2.0,0.2
1432,2016,Females,50–54,3.0,0.4
1433,2016,Females,55–59,2.0,0.3
1434,2016,Females,60–64,0.0,0.0
1435,2016,Females,65–69,4.0,0.7
1436,2016,Females,70–74,2.0,0.4
1437,2016,Females,75–79,3.0,0.9
1438,2016,Females,80–84,0.0,0.0
1439,2016,Females,85+,4.0,1.3
1440,2016,Females,Missing,0.0,
1441,2017,Males,0–4,13.0,1.6
1442,2017,Males,5–9,4.0,0.5
1443,2017,Males,10–14,1.0,0.1
1444,2017,Males,15–19,6.0,0.8
1445,2017,Males,20–24,10.0,1.1
1446,2017,Males,25–29,16.0,1.7
1447,2017,Males,30–34,10.0,1.1
1448,2017,Males,35–39,6.0,0.7
1449,2017,Males,40–44,6.0,0.8
1450,2017,Males,45–49,5.0,0.6
1451,2017,Males,50–54,7.0,0.9
1452,2017,Males,55–59,4.0,0.5
1453,2017,Males,60–64,5.0,0.8
1454,2017,Males,65–69,5.0,0.9
1455,2017,Males,70–74,6.0,1.3
1456,2017,Males,75–79,6.0,1.9
1457,2017,Males,80–84,3.0,1.4
1458,2017,Males,85+,4.0,2.2
1459,2017,Males,Missing,0.0,
1460,2017,Females,0–4,10.0,1.3
1461,2017,Females,5–9,2.0,0.3
1462,2017,Females,10–14,0.0,0.0
1463,2017,Females,15–19,2.0,0.3
1464,2017,Females,20–24,2.0,0.2
1465,2017,Females,25–29,1.0,0.1
1466,2017,Females,30–34,1.0,0.1
1467,2017,Females,35–39,1.0,0.1
1468,2017,Females,40–44,4.0,0.5
1469,2017,Females,45–49,2.0,0.2
1470,2017,Females,50–54,2.0,0.3
1471,2017,Females,55–59,2.0,0.3
1472,2017,Females,60–64,3.0,0.4
1473,2017,Females,65–69,2.0,0.3
1474,2017,Females,70–74,2.0,0.4
1475,2017,Females,75–79,0.0,0.0
1476,2017,Females,80–84,3.0,1.2
1477,2017,Females,85+,4.0,1.3
1478,2017,Females,Missing,0.0,
